,Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
11,August,1,5:30,1.8842412080404976,0.0157303572835023,0.0083483777004649,345.86328,3.581428780881387,0.0620277504452984,0.0173192751385756,336.51562,18.490763421833105,0.1126530960541,0.0060923983225637,327.16797,1.802848523181267,0.0146638017759602,0.0081336848811262,317.8203
12,August,1,6:00,2.9283035391698613,0.0244465839665981,0.0083483777004648,336.51562,5.009911852965196,0.0867680418015158,0.0173192751385756,327.16797,35.91061820355047,0.2187817901055397,0.0060923983225637,317.8203,11.869684237311247,0.0965442712247613,0.0081336848811262,308.47266
13,August,1,6:30,3.935392071946993,0.0328541394160286,0.0083483777004648,327.16797,6.552674346572937,0.1134875699017834,0.0173192751385756,317.8203,59.1594039460995,0.3604226533650906,0.0060923983225637,308.47266,27.572049716629827,0.2242623639218139,0.0081336848811262,299.125
14,August,1,7:00,10.263250796289803,0.0856814940820244,0.0083483777004648,317.8203,30.35832974338836,0.5257842655733491,0.0173192751385756,308.47266,97.5641224885241,0.594399496191493,0.0060923983225637,299.125,47.08538373851904,0.3829776738360211,0.0081336848811262,289.77734
15,August,1,7:30,15.615038906203612,0.130360242596442,0.0083483777004649,308.47266,46.05678825552722,0.7976701877965976,0.0173192751385756,308.47266,159.48856857440867,0.9716678876508285,0.0060923983225637,289.77734,78.68155470368002,0.6399709719168318,0.0081336848811262,289.77734
16,August,1,8:00,47.7726034010134,0.3988237369261738,0.0083483777004648,308.47266,94.232453497943,1.6320377891139146,0.0173192751385756,299.125,292.44867645219585,1.7817138258533602,0.0060923983225637,289.77734,144.52937454859185,1.1755563886445175,0.0081336848811262,280.4297
17,August,1,8:30,83.48799121916574,0.6969892841506925,0.0083483777004648,308.47266,126.93458782973023,2.1984150512248,0.0173192751385756,299.125,415.2145915980433,2.5296526813559304,0.0060923983225637,289.77734,200.7702392365277,1.6330018594582496,0.0081336848811262,280.4297
18,August,1,9:00,122.91640505332072,1.0261525749684537,0.0083483777004648,308.47266,189.7765856159255,3.2867929011416805,0.0173192751385756,299.125,584.1373135772164,3.558797189384755,0.0060923983225637,299.125,280.15331608714,2.27867879145536,0.0081336848811262,280.4297
19,August,1,9:30,155.86030783900185,1.3011807183507176,0.0083483777004649,308.47266,231.31342724813808,4.006180889757416,0.0173192751385756,308.47266,738.2559037967645,4.497749029914227,0.0060923983225637,299.125,349.88356621850886,2.845842672706028,0.0081336848811262,289.77734
20,August,1,10:00,168.6772024182997,1.4081809952457371,0.0083483777004649,308.47266,290.29735815298807,5.02773981785325,0.0173192751385756,308.47266,834.7669850605633,5.085732979514614,0.0060923983225637,299.125,416.2660935097061,3.385777231305391,0.0081336848811262,289.77734
21,August,1,10:30,215.24628535379784,1.7969572887555505,0.0083483777004648,308.47266,324.3754981548163,5.617948500755816,0.0173192751385756,317.8203,927.7017544345692,5.65192861255666,0.0060923983225637,317.8203,450.0812421506036,3.660818994558897,0.0081336848811262,299.125
22,August,1,11:00,223.6423023667805,1.867050409959459,0.0083483777004648,308.47266,353.8636803452131,6.128662441447745,0.0173192751385756,317.8203,987.195234154582,6.014386588606349,0.0060923983225637,317.8203,478.6914714922682,3.8935255844007495,0.0081336848811262,299.125
23,August,1,11:30,231.31281221720977,1.9310867233459788,0.0083483777004648,317.8203,390.2631745576187,6.759075296617393,0.0173192751385756,327.16797,1032.3379384874322,6.289413924759799,0.0060923983225637,327.16797,515.6232163639137,4.193916759296865,0.0081336848811262,308.47266
24,August,1,12:00,242.98714403264185,2.02854845474176,0.0083483777004648,317.8203,441.758000537762,7.65092835598057,0.0173192751385756,327.16797,1055.9219173911554,6.433096918272222,0.0060923983225637,327.16797,524.4379579653446,4.265613089791458,0.0081336848811262,308.47266
25,August,1,12:30,236.16782410710863,1.9716181963431023,0.0083483777004648,317.8203,430.3143576975441,7.452732757043244,0.0173192751385756,336.51562,1053.4115139539665,6.417802540582534,0.0060923983225637,327.16797,535.6923980857475,4.357153159244321,0.0081336848811262,308.47266
26,August,1,13:00,233.51281885247045,1.949453209680664,0.0083483777004649,317.8203,446.6485119544168,7.73562846877396,0.0173192751385756,336.51562,1027.3815753931776,6.259217786558346,0.0060923983225637,336.51562,523.99561706963,4.262015228335681,0.0081336848811262,308.47266
27,August,1,13:30,242.11055445413083,2.0212303538520584,0.0083483777004648,317.8203,450.73602449785466,7.806421223146139,0.0173192751385756,336.51562,1033.1869785171418,6.294586614812591,0.0060923983225637,336.51562,541.82013480954,4.406994238790154,0.0081336848811262,317.8203
28,August,1,14:00,239.66693538084888,2.0008300988722407,0.0083483777004648,317.8203,469.41204141484224,8.129876298624142,0.0173192751385756,336.51562,1059.485833741473,6.454809716266654,0.0060923983225637,336.51562,556.4268746523838,4.525800857812437,0.0081336848811262,317.8203
29,August,1,14:30,253.9113464965762,2.119747822987033,0.0083483777004648,317.8203,484.9774786081691,8.39945838802759,0.0173192751385756,336.51562,1047.5992664534776,6.38239201366023,0.0060923983225637,336.51562,559.3340561274524,4.5494469558228925,0.0081336848811262,317.8203
30,August,1,15:00,243.24122134334604,2.030669588096637,0.0083483777004648,317.8203,486.28127038791166,8.422039116584363,0.0173192751385756,336.51562,1035.2779018272267,6.307325352479562,0.0060923983225637,345.86328,548.5543022020655,4.461767834297713,0.0081336848811262,317.8203
31,August,1,15:30,249.6407334475197,2.0840951322409755,0.0083483777004649,317.8203,479.6516544176494,8.307218973532295,0.0173192751385756,345.86328,1027.3153204458388,6.258814135028317,0.0060923983225637,345.86328,538.2944998089058,4.378317834689126,0.0081336848811262,317.8203
32,August,1,16:00,242.07915896921563,2.0209682524858974,0.0083483777004649,317.8203,480.82807370538944,8.327593702854994,0.0173192751385756,336.51562,1024.4286485251585,6.2412273798609705,0.0060923983225637,345.86328,577.362708045031,4.696086329351989,0.0081336848811262,317.8203
33,August,1,16:30,227.13071945358408,1.8961730333768505,0.0083483777004649,327.16797,459.0294929458043,7.9500580850492755,0.0173192751385756,336.51562,977.6540633568546,5.95625797564298,0.0060923983225637,345.86328,543.2890224929217,4.418941708332548,0.0081336848811262,317.8203
34,August,1,17:00,199.2495436810982,1.663410447295087,0.0083483777004648,327.16797,442.5238616959605,7.6641925160973585,0.0173192751385756,336.51562,920.9934380257504,5.611058876920343,0.0060923983225637,345.86328,503.2172834219687,4.093010810090701,0.0081336848811262,317.8203
35,August,1,17:30,173.17401403583992,1.4457220770768016,0.0083483777004649,327.16797,403.9212685201854,6.995623583823604,0.0173192751385756,336.51562,842.7538813265886,5.134392332928237,0.0060923983225637,345.86328,459.199094523775,3.734980732554903,0.0081336848811262,317.8203
36,August,1,18:00,153.86587069233357,1.2845304037504932,0.0083483777004648,327.16797,382.51498318645616,6.624882238433891,0.0173192751385756,336.51562,744.2796662778671,4.534448190349619,0.0060923983225637,345.86328,412.4016481217542,3.354345050279469,0.0081336848811262,317.8203
37,August,1,18:30,128.0011272280937,1.068601756185388,0.0083483777004649,327.16797,331.1991204544531,5.736128692804947,0.0173192751385756,336.51562,677.6572006675814,4.12855759262045,0.0060923983225637,336.51562,361.7344759479145,2.9422342379996875,0.0081336848811262,317.8203
38,August,1,19:00,85.92625841818442,0.7173448596627552,0.0083483777004649,327.16797,310.63925180108095,5.380046670784217,0.0173192751385756,336.51562,594.1639854049761,3.619883668009096,0.0060923983225637,336.51562,322.1846043939437,2.6205480456906685,0.0081336848811262,317.8203
39,August,1,19:30,64.50013019312516,0.5384714485813689,0.0083483777004649,327.16797,264.232176073964,4.576309757889559,0.0173192751385756,336.51562,520.3401187434912,3.170119266595492,0.0060923983225637,336.51562,291.0495087548649,2.367304989018673,0.0081336848811262,317.8203
40,August,1,20:00,50.00122062671392,0.4174290752760841,0.0083483777004649,327.16797,222.30496942895368,3.850160930212707,0.0173192751385756,336.51562,442.8855316592935,2.698235070168854,0.0060923983225637,336.51562,241.8947439056968,1.9674956213296773,0.0081336848811262,317.8203
41,August,1,20:30,41.1241354616125,0.3433198154386236,0.0083483777004648,336.51562,203.78280021390933,3.5293703854140976,0.0173192751385756,336.51562,381.2178724218938,2.322531126474485,0.0060923983225637,336.51562,218.70503821124552,1.7788778627249513,0.0081336848811262,317.8203
42,August,1,21:00,28.84947910483016,0.2408463480287921,0.0083483777004648,345.86328,171.72007782566817,2.9740672746803782,0.0173192751385756,336.51562,315.3158526771739,1.921029771928187,0.0060923983225637,336.51562,176.11398016387574,1.4324556178138883,0.0081336848811262,327.16797
43,August,1,21:30,20.83861953377957,0.1739686666242776,0.0083483777004649,345.86328,144.74197903745022,2.506826159051556,0.0173192751385756,345.86328,256.898897564817,1.5651304125923795,0.0060923983225637,336.51562,159.3222932266366,1.2958773276438609,0.0081336848811262,327.16797
44,August,1,22:00,19.477266778987804,0.1626035796437075,0.0083483777004648,355.21094,106.02096079389324,1.836206190445584,0.0173192751385756,345.86328,210.8091136836584,1.284333090587481,0.0060923983225637,345.86328,128.38446984148305,1.0442388213210825,0.0081336848811262,345.86328
45,August,1,22:30,13.870839612109156,0.1157990081044572,0.0083483777004648,364.5586,89.12862516777408,1.5436431820036616,0.0173192751385756,355.21094,165.24788718321744,1.0067559506822452,0.0060923983225637,345.86328,102.46098392187248,0.8333853558306562,0.0081336848811262,345.86328
46,August,1,23:00,10.993248499664974,0.0917757906302722,0.0083483777004648,364.5586,64.2246438582321,1.112324277657757,0.0173192751385756,364.5586,124.62399779536896,0.7592590351197,0.0060923983225637,364.5586,79.737829877127,0.6485623813254067,0.0081336848811262,355.21094
47,August,1,23:30,8.097291967490513,0.0675992516955513,0.0083483777004649,383.2539,54.28055812001973,0.9400999207560709,0.0173192751385756,373.90625,99.59125582715016,0.6067495999433515,0.0060923983225637,364.5586,60.57944916040641,0.4927341497429552,0.0081336848811262,364.5586
48,August,2,0:00,6.365519358253475,0.0573645028259299,0.0090117553018751,392.60156,40.91411078287328,0.702725150806146,0.0171756183223785,383.2539,71.93802827805678,0.3915716425075086,0.0054431800798597,383.2539,45.91325754893774,0.3629433811768938,0.007904979967715,373.90625
49,August,2,0:30,5.017255877549388,0.0452142822553701,0.0090117553018751,392.60156,25.095181297673328,0.4310252556997307,0.0171756183223785,392.60156,55.00732818720201,0.2994147930348876,0.0054431800798597,383.2539,29.90971081743867,0.2364356648520022,0.007904979967715,383.2539
50,August,2,1:00,3.71524695170413,0.0334808964147953,0.0090117553018751,401.94922,11.352981850941273,0.1949944830926586,0.0171756183223785,401.94922,39.8799710654388,0.2170738640887811,0.0054431800798597,401.94922,25.28803182331108,0.1999013849862142,0.007904979967715,392.60156
51,August,2,1:30,2.1769126763770537,0.0196178043530602,0.0090117553018751,401.94922,6.075937891277511,0.1043579901710603,0.0171756183223785,401.94922,34.23046002198581,0.1863225581161099,0.0054431800798597,401.94922,17.641960807092104,0.1394593467712767,0.007904979967715,383.2539
52,August,2,2:00,1.8917534935503848,0.0170480195753436,0.0090117553018751,411.29688,5.620086682319028,0.0965284637941946,0.0171756183223785,411.29688,20.97403082881716,0.1141654268017825,0.0054431800798597,401.94922,12.696737006327387,0.1003674516903641,0.007904979967715,392.60156
53,August,2,2:30,2.1245609561155967,0.0191460234604317,0.0090117553018751,411.29688,3.263183934066885,0.0560472017672506,0.0171756183223785,411.29688,15.056194826481136,0.08195357975799,0.0054431800798597,401.94922,6.942859322975261,0.0548831638667829,0.007904979967715,383.2539
54,August,2,3:00,1.8846106967039893,0.0169836504379928,0.0090117553018751,411.29688,3.3323270646733567,0.0572347777881617,0.0171756183223785,411.29688,12.109224419596204,0.0659126891432977,0.0054431800798597,401.94922,2.7782336407116874,0.0219618812754578,0.007904979967715,383.2539
55,August,2,3:30,1.65185894144915,0.0148861485735543,0.0090117553018751,401.94922,3.110614782657612,0.0534267322548757,0.0171756183223785,401.94922,13.427679960703191,0.073089280080832,0.0054431800798597,392.60156,0.3509248563523268,0.0027740539596384,0.007904979967715,373.90625
56,August,2,4:00,1.4745055729500094,0.0132878834146767,0.0090117553018751,392.60156,2.133592217272572,0.0366457655794711,0.0171756183223786,392.60156,10.93108881871065,0.0594998849091838,0.0054431800798597,383.2539,0.2725854404962556,0.0021547824466136,0.007904979967715,364.5586
57,August,2,4:30,0.9849526239798936,0.0088761520312466,0.0090117553018751,383.2539,1.908594329914224,0.0327812877428626,0.0171756183223785,383.2539,11.676300565257408,0.0635562066432646,0.0054431800798597,373.90625,0.450717019092758,0.0035629090070364,0.007904979967715,355.21094
58,August,2,5:00,0.9120937192590008,0.0082195654103393,0.0090117553018751,373.90625,2.759637753249278,0.047398484757836,0.0171756183223785,364.5586,11.889115644070282,0.0647145974409526,0.0054431800798597,355.21094,0.47014741123372,0.0037165058676756,0.007904979967715,336.51562
59,August,2,5:30,0.9511839346545348,0.0085718368661815,0.0090117553018751,355.21094,2.5090878382342328,0.0430951350468331,0.0171756183223785,355.21094,14.395063518697192,0.0783549229932888,0.0054431800798597,336.51562,0.7988726667072259,0.0063150724270757,0.007904979967715,327.16797
60,August,2,6:00,1.7421345963982895,0.0156996906856724,0.0090117553018751,345.86328,2.6990246373904982,0.0463574170145154,0.0171756183223785,336.51562,19.53150357491132,0.1063134911886674,0.0054431800798597,327.16797,8.857087597091585,0.0700151000273062,0.007904979967715,308.47266
61,August,2,6:30,2.894674018448967,0.0260860939329578,0.0090117553018751,336.51562,6.983588540670895,0.1199474512951002,0.0171756183223785,327.16797,36.22943850961333,0.1972033580000322,0.0054431800798597,308.47266,15.34542012808743,0.1213052387087021,0.007904979967715,299.125
62,August,2,7:00,6.286281419928229,0.0566504299151177,0.0090117553018751,327.16797,10.101466573305746,0.1734989343593651,0.0171756183223785,317.8203,64.01781789019255,0.3484605110959874,0.0054431800798597,299.125,28.903364189456894,0.2284805149172287,0.007904979967715,289.77734
63,August,2,7:30,11.139113662226798,0.1003829666037628,0.0090117553018751,317.8203,17.612322641759587,0.3025025314654493,0.0171756183223785,308.47266,103.62660463435309,0.5640582700892163,0.0054431800798597,299.125,47.05093289802283,0.3719366820211746,0.007904979967715,289.77734
64,August,2,8:00,32.51083912844398,0.2929797268841667,0.0090117553018751,308.47266,32.1708227049249,0.5525537718967015,0.0171756183223785,299.125,182.9638100867212,0.9959049663992896,0.0054431800798597,289.77734,80.6013650225742,0.637152175873936,0.007904979967715,280.4297
65,August,2,8:30,53.37032020187238,0.4809602660420004,0.0090117553018751,308.47266,43.150419209514666,0.7411351307932575,0.0171756183223786,299.125,263.19934838414804,1.4326414501566702,0.0054431800798597,289.77734,118.0990423800714,0.9335705642207928,0.007904979967715,289.77734
66,August,2,9:00,74.23855186281729,0.6690196633532806,0.0090117553018751,308.47266,112.90676962817815,1.939243581146316,0.0171756183223785,299.125,367.68233304451866,2.001361150944295,0.0054431800798597,289.77734,177.6113687707867,1.4040143121715158,0.007904979967715,289.77734
67,August,2,9:30,88.06094150118973,0.7935836564614682,0.0090117553018751,308.47266,150.63114604127813,2.5871830718674627,0.0171756183223785,308.47266,441.0473767954196,2.4007002956472405,0.0054431800798597,299.125,219.89416324391976,1.738258955460645,0.007904979967715,289.77734
68,August,2,10:00,110.15127890403414,0.9926563716717632,0.0090117553018751,308.47266,189.40115198046584,3.2530818962353023,0.0171756183223785,308.47266,553.1750245521175,3.011031274318033,0.0054431800798597,299.125,260.0684009692256,2.0558354998974084,0.007904979967715,289.77734
69,August,2,10:30,136.46374081183689,1.229777839774794,0.0090117553018752,317.8203,216.2471539898842,3.7141785802308807,0.0171756183223785,317.8203,621.5963034776006,3.3834606168037533,0.0054431800798597,317.8203,302.13698509548107,2.3883868146855924,0.007904979967715,299.125
70,August,2,11:00,155.746333334016,1.4035478451704408,0.0090117553018751,308.47266,250.27170644305775,4.29857130675634,0.0171756183223785,317.8203,673.5382073353084,3.66618975319202,0.0054431800798597,317.8203,341.9696142992419,2.703262950602743,0.007904979967715,299.125
71,August,2,11:30,156.9011533873991,1.413954800909227,0.0090117553018751,317.8203,284.93950059835686,4.894012107246545,0.0171756183223785,327.16797,684.3057468076704,3.724799409557085,0.0054431800798597,327.16797,355.8920432204376,2.8133194723267305,0.007904979967715,299.125
72,August,2,12:00,170.34860078477593,1.535139906289226,0.0090117553018751,317.8203,291.4236154882264,5.005380789753397,0.0171756183223785,327.16797,697.3474487723772,3.795787741898845,0.0054431800798597,327.16797,374.4541359411446,2.960052443442789,0.007904979967715,308.47266
73,August,2,12:30,183.3584269915804,1.6523812765848709,0.0090117553018751,317.8203,305.4461173671733,5.246225929951025,0.0171756183223785,336.51562,708.1769934027018,3.85473490350458,0.0054431800798597,327.16797,386.843276390618,3.0579883505130843,0.007904979967715,308.47266
74,August,2,13:00,178.83313531950273,1.6116004553664935,0.0090117553018751,317.8203,323.5097670136986,5.556480281788913,0.0171756183223785,336.51562,693.519101469006,3.7749493581183504,0.0054431800798597,336.51562,382.0240722574425,3.019892638380002,0.007904979967715,308.47266
75,August,2,13:30,178.5274763678495,1.6088459316883668,0.0090117553018751,317.8203,341.3901387521684,5.863586722231115,0.0171756183223785,336.51562,696.2451481680499,3.789787721207354,0.0054431800798597,336.51562,386.701149240279,3.056864838236786,0.007904979967715,317.8203
76,August,2,14:00,170.82515751297714,1.5394345189112375,0.0090117553018751,317.8203,346.14923585740337,5.945327157669768,0.0171756183223785,336.51562,692.7486032084087,3.770755397334701,0.0054431800798597,336.51562,379.1448505919359,2.997132448791562,0.007904979967715,317.8203
77,August,2,14:30,173.2494267798389,1.561281440330052,0.0090117553018751,327.16797,341.75698583258287,5.869887547666993,0.0171756183223785,336.51562,686.2703615883146,3.735493161595685,0.0054431800798597,345.86328,393.9483448477884,3.11415377433626,0.007904979967715,317.8203
78,August,2,15:00,169.17566478465275,1.5245696940713558,0.0090117553018751,327.16797,335.2793355703166,5.758629899136452,0.0171756183223785,336.51562,651.1359231063883,3.5442500859338053,0.0054431800798597,345.86328,377.3732610813,2.9831280691989708,0.007904979967715,317.8203
79,August,2,15:30,170.22520645238342,1.5340279067600664,0.0090117553018751,327.16797,329.6878273485577,5.662592288073078,0.0171756183223785,345.86328,631.6589425490099,3.438233373348067,0.0054431800798597,345.86328,358.72054192915715,2.8356786979578668,0.007904979967715,317.8203
80,August,2,16:00,162.8526003767078,1.4675877848689596,0.0090117553018751,327.16797,329.0678288393378,5.651943430318274,0.0171756183223785,345.86328,609.8746698583196,3.3196576541838683,0.0054431800798597,345.86328,346.97227140005515,2.7428088547700185,0.007904979967715,317.8203
81,August,2,16:30,147.8990552338168,1.332830095145681,0.0090117553018751,327.16797,308.0435951115093,5.290839216288614,0.0171756183223786,336.51562,563.7489397314126,3.0685869987881,0.0054431800798597,345.86328,319.0235943353681,2.521875122449531,0.007904979967715,317.8203
82,August,2,17:00,136.9050529571238,1.2337548368398654,0.0090117553018751,327.16797,297.6791804384074,5.1128239857285545,0.0171756183223785,336.51562,527.2870165675399,2.87011818494913,0.0054431800798597,345.86328,297.68006849355305,2.353154978229575,0.007904979967715,317.8203
83,August,2,17:30,116.06775538315378,1.0459742099508895,0.0090117553018751,327.16797,278.79576678734736,4.7884896802343535,0.0171756183223785,336.51562,510.05323787641584,2.776311624076891,0.0054431800798597,345.86328,285.706514738732,2.258504275655356,0.007904979967715,317.8203
84,August,2,18:00,110.6756596102425,0.9973819622811376,0.0090117553018751,327.16797,252.936993987136,4.3443492683328175,0.0171756183223785,336.51562,483.04451628442393,2.6292982887248817,0.0054431800798597,345.86328,267.17843428223944,2.1120401708065697,0.007904979967715,317.8203
85,August,2,18:30,93.83462724801174,0.8456146996017527,0.0090117553018751,327.16797,234.60059865979923,4.029410340782236,0.0171756183223786,336.51562,439.4484834248454,2.391997231102712,0.0054431800798597,336.51562,232.54229863135052,1.8382422123272328,0.007904979967715,317.8203
86,August,2,19:00,71.40940895255142,0.6435241197319295,0.0090117553018751,327.16797,206.2298510791105,3.5421252088157797,0.0171756183223786,336.51562,396.0917365732225,2.1559986503124344,0.0054431800798597,336.51562,221.9441308640414,1.7544639084321707,0.007904979967715,317.8203
87,August,2,19:30,55.6640486460762,0.5016307855101161,0.0090117553018751,327.16797,186.2881146520117,3.199613555258457,0.0171756183223785,336.51562,352.96347216621524,1.9212437406132865,0.0054431800798597,336.51562,198.77837927537104,1.5713391061866686,0.007904979967715,317.8203
88,August,2,20:00,43.798908677353445,0.3947050474894875,0.0090117553018751,336.51562,166.32947270214288,2.856811538894496,0.0171756183223785,336.51562,317.8384148627153,1.7300517283949424,0.0054431800798597,336.51562,170.80750575004998,1.350229911289515,0.007904979967715,317.8203
89,August,2,20:30,35.43287540187016,0.3193124027634867,0.0090117553018752,336.51562,143.08087694269506,2.4575025315989505,0.0171756183223785,336.51562,269.3136334578861,1.4659226048726255,0.0054431800798597,336.51562,155.25217352342824,1.227265321646918,0.007904979967715,327.16797
90,August,2,21:00,25.41110396916559,0.2289986509206299,0.0090117553018751,345.86328,112.790515538955,1.9372468452814031,0.0171756183223785,345.86328,225.50712650819852,1.2274758988758467,0.0054431800798597,336.51562,132.62017590609247,1.0483598338525044,0.007904979967715,327.16797
91,August,2,21:30,19.41786235104155,0.1749890239930814,0.0090117553018751,345.86328,100.39704075565976,1.7243812527155002,0.0171756183223785,345.86328,182.16529600942297,0.9915585104802522,0.0054431800798597,336.51562,110.27676358653974,0.8717356070560429,0.007904979967715,336.51562
92,August,2,22:00,13.530758161907432,0.1219358816039604,0.0090117553018751,364.5586,77.97560583921722,1.339279244350631,0.0171756183223786,355.21094,152.6223060789968,0.8307506961914585,0.0054431800798597,345.86328,93.29301017496236,0.7374793765609119,0.007904979967715,345.86328
93,August,2,22:30,9.579282737740405,0.0863261519999936,0.0090117553018751,364.5586,64.26612790787742,1.103810484002866,0.0171756183223786,364.5586,129.30442261032127,0.703827257390272,0.0054431800798597,355.21094,76.85305482979743,0.6075218588872536,0.007904979967715,355.21094
94,August,2,23:00,8.880256230174469,0.080026696164285,0.0090117553018751,383.2539,48.078862380880096,0.8257841896281632,0.0171756183223785,373.90625,95.78522014172732,0.5213762022204343,0.0054431800798597,364.5586,65.90652118852019,0.5209897297370383,0.007904979967715,364.5586
95,August,2,23:30,5.491149272141605,0.0494848935666102,0.0090117553018751,383.2539,38.39638748063653,0.6594816963255689,0.0171756183223785,383.2539,84.5331286440135,0.4601290419233189,0.0054431800798597,373.90625,52.26785230904171,0.4131763254584625,0.007904979967715,373.90625
96,August,3,0:00,3.386371578574793,0.0313621326147915,0.0092612791854315,392.60156,35.29533617993257,0.6123685934351969,0.0173498444755815,392.60156,62.93360534980173,0.3731600704651197,0.0059294246434952,383.2539,45.34797624867824,0.3581961911270918,0.0078988352018803,383.2539
97,August,3,0:30,2.9391946560953035,0.0272207022904269,0.0092612791854315,401.94922,26.00253362638221,0.4511399143888109,0.0173498444755815,401.94922,46.600214830852025,0.2763124622102274,0.0059294246434952,392.60156,30.63511822145593,0.241981750221401,0.0078988352018803,383.2539
98,August,3,1:00,3.1471042022088165,0.0291462106423005,0.0092612791854315,411.29688,9.963062126288635,0.1728575783916646,0.0173498444755815,411.29688,34.41127615658423,0.2040390688569714,0.0059294246434952,411.29688,24.34833843233267,0.1923235127166045,0.0078988352018803,392.60156
99,August,3,1:30,2.9234620331419143,0.0270749980769365,0.0092612791854315,411.29688,7.6422458884649505,0.1325917776090194,0.0173498444755815,411.29688,28.754369237233004,0.1704968655634114,0.0059294246434952,411.29688,19.815007897465183,0.1565154819060343,0.0078988352018803,392.60156
100,August,3,2:00,1.8645068042307664,0.0172677180571178,0.0092612791854315,420.64453,5.564977364800874,0.0965514917894268,0.0173498444755815,420.64453,21.91959467669357,0.1299705848514144,0.0059294246434952,411.29688,15.04870730369742,0.1188672589932385,0.0078988352018803,401.94922
101,August,3,2:30,1.598962671661723,0.0148084397093426,0.0092612791854315,420.64453,3.6063507541864808,0.0625696247095316,0.0173498444755815,420.64453,15.0414649619913,0.0891872330199017,0.0059294246434952,411.29688,10.322437035503238,0.081535229025226,0.0078988352018803,392.60156
102,August,3,3:00,1.696443245416289,0.0157112345180397,0.0092612791854315,420.64453,5.329141062740896,0.0924597686269899,0.0173498444755815,411.29688,14.467726816387962,0.085785295920448,0.0059294246434952,411.29688,3.609194946061839,0.0285084360904017,0.0078988352018803,392.60156
