Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,5:00,1.6122720263564458,0.013459855831917509,0.008348377700464898,271.6904701394214,2.647753097768847,0.04585716439927478,0.017319275138575698,249.16856185305872,17.523906624576423,0.10676261932433398,0.006092398322563796,296.2875353013983,1.861011141127048,0.01513687818219262,0.008133684881126271,319.46622477138396
August,1,5:30,1.8842412080404976,0.015730357283502333,0.0083483777004649,306.33233827113503,3.581428780881387,0.062027750445298464,0.017319275138575695,352.8564765737684,18.490763421833105,0.1126530960541,0.006092398322563796,325.9689902949188,1.802848523181267,0.014663801775960298,0.008133684881126271,302.43790155553467
August,1,6:00,2.9283035391698613,0.02444658396659811,0.008348377700464898,286.8949451074951,5.009911852965196,0.0867680418015158,0.017319275138575695,288.02131677202925,35.91061820355047,0.21878179010553978,0.006092398322563795,284.7061405089089,11.869684237311247,0.09654427122476131,0.008133684881126271,255.3688183017315
August,1,6:30,3.935392071946993,0.03285413941602863,0.008348377700464898,329.9493881760558,6.552674346572937,0.11348756990178341,0.017319275138575695,468.1194461130385,59.1594039460995,0.3604226533650906,0.006092398322563796,263.3118966970503,27.572049716629827,0.22426236392181392,0.008133684881126271,258.6692894535998
August,1,7:00,10.263250796289803,0.08568149408202441,0.008348377700464898,306.1482735643306,30.35832974338836,0.5257842655733491,0.017319275138575695,246.75121014465068,97.5641224885241,0.594399496191493,0.006092398322563797,267.6227389973311,47.08538373851904,0.3829776738360211,0.008133684881126271,262.5187074722517
August,1,7:30,15.615038906203612,0.13036024259644205,0.0083483777004649,331.7034256848609,46.05678825552722,0.7976701877965976,0.01731927513857569,287.81085356717375,159.48856857440867,0.9716678876508283,0.006092398322563796,266.7649081120989,78.68155470368002,0.6399709719168318,0.008133684881126271,285.67326475579495
August,1,8:00,47.7726034010134,0.39882373692617384,0.008348377700464898,267.93053648396545,94.23245349794301,1.6320377891139146,0.017319275138575695,277.9706939141484,292.44867645219585,1.7817138258533602,0.006092398322563796,281.21450028522435,144.52937454859185,1.1755563886445177,0.008133684881126271,274.09017641659904
August,1,8:30,83.48799121916574,0.6969892841506925,0.008348377700464898,287.5296567607874,126.93458782973025,2.1984150512248,0.017319275138575695,304.6821385993304,415.2145915980433,2.5296526813559304,0.006092398322563796,303.5258070728865,200.77023923652766,1.6330018594582496,0.008133684881126271,294.32804347996966
August,1,9:00,122.91640505332072,1.0261525749684537,0.008348377700464898,298.15596119944206,189.7765856159255,3.2867929011416805,0.017319275138575695,313.15635951251676,584.1373135772164,3.558797189384755,0.006092398322563796,307.6222134808007,280.15331608714,2.27867879145536,0.008133684881126271,291.25849826313714
August,1,9:30,155.86030783900185,1.3011807183507176,0.0083483777004649,307.29186106706555,231.31342724813808,4.006180889757416,0.017319275138575695,318.98025137884053,738.2559037967645,4.497749029914227,0.006092398322563796,302.11756057464015,349.88356621850886,2.845842672706028,0.008133684881126271,306.50517079295713
August,1,10:00,168.6772024182997,1.4081809952457371,0.0083483777004649,314.54423816225295,290.29735815298807,5.02773981785325,0.017319275138575695,328.3742770259956,834.7669850605633,5.085732979514614,0.006092398322563796,321.50881242424,416.2660935097061,3.385777231305391,0.008133684881126271,305.3548330578963
August,1,10:30,215.24628535379784,1.7969572887555503,0.008348377700464898,315.2509567488244,324.3754981548163,5.617948500755816,0.017319275138575695,326.31702489280434,927.7017544345691,5.6519286125566595,0.006092398322563796,326.07132001453016,450.0812421506036,3.660818994558897,0.008133684881126271,319.6521165620025
August,1,11:00,223.64230236678054,1.867050409959459,0.008348377700464898,313.78304955404315,353.8636803452131,6.128662441447745,0.017319275138575695,329.0958469829312,987.195234154582,6.014386588606349,0.006092398322563796,332.99074557317647,478.6914714922682,3.8935255844007495,0.008133684881126271,321.67639970939854
August,1,11:30,231.31281221720977,1.9310867233459788,0.008348377700464898,316.91035022496675,390.2631745576187,6.759075296617393,0.017319275138575698,345.0047236397019,1032.3379384874322,6.289413924759799,0.006092398322563796,332.1087546522854,515.6232163639137,4.193916759296865,0.008133684881126271,319.9583213047646
August,1,12:00,242.98714403264185,2.0285484547417596,0.008348377700464898,304.0826274899067,441.75800053776203,7.65092835598057,0.017319275138575695,335.60055961408926,1055.9219173911554,6.433096918272222,0.006092398322563796,334.09951861349316,524.4379579653446,4.265613089791458,0.008133684881126271,316.25078913348057
August,1,12:30,236.16782410710866,1.9716181963431025,0.008348377700464898,317.04309997214875,430.3143576975441,7.452732757043244,0.017319275138575695,342.97774307535275,1053.4115139539665,6.417802540582534,0.006092398322563796,338.83169239895614,535.6923980857475,4.357153159244321,0.008133684881126273,328.6010786218785
August,1,13:00,233.51281885247045,1.9494532096806638,0.0083483777004649,328.6629793186494,446.6485119544168,7.73562846877396,0.017319275138575695,334.2969810048343,1027.3815753931776,6.259217786558346,0.006092398322563797,342.6589586916153,523.99561706963,4.262015228335681,0.008133684881126271,323.81713278501263
August,1,13:30,242.11055445413083,2.0212303538520584,0.008348377700464898,320.4573602610624,450.73602449785466,7.806421223146139,0.017319275138575695,332.117768422714,1033.1869785171418,6.294586614812591,0.006092398322563796,343.66298721210353,541.82013480954,4.406994238790154,0.008133684881126271,326.5301085936858
August,1,14:00,239.66693538084888,2.0008300988722407,0.008348377700464898,313.18759900063026,469.41204141484224,8.129876298624142,0.017319275138575695,342.9119429641551,1059.485833741473,6.454809716266654,0.006092398322563795,344.0562916641812,556.4268746523838,4.525800857812437,0.008133684881126271,324.4780243805245
August,1,14:30,253.91134649657621,2.119747822987033,0.008348377700464898,322.5984749387225,484.9774786081691,8.39945838802759,0.017319275138575695,343.3475948715188,1047.5992664534776,6.38239201366023,0.006092398322563796,343.39954039993205,559.3340561274524,4.5494469558228925,0.008133684881126271,332.6458748251246
August,1,15:00,243.24122134334604,2.030669588096637,0.008348377700464898,312.35080767689783,486.28127038791166,8.422039116584363,0.017319275138575695,347.9760648386253,1035.2779018272267,6.307325352479562,0.006092398322563795,344.21174264704223,548.5543022020655,4.461767834297713,0.008133684881126273,334.5617494031581
August,1,15:30,249.6407334475197,2.0840951322409755,0.0083483777004649,320.0907538511315,479.6516544176494,8.307218973532295,0.017319275138575695,340.2004977277945,1027.3153204458388,6.258814135028317,0.006092398322563796,345.14484543068966,538.2944998089058,4.378317834689126,0.008133684881126271,330.0954910818268
August,1,16:00,242.07915896921563,2.0209682524858974,0.0083483777004649,327.30803541606116,480.82807370538944,8.327593702854994,0.017319275138575698,352.7049087659877,1024.4286485251585,6.2412273798609705,0.006092398322563795,345.6753349378079,577.362708045031,4.696086329351989,0.00813368488112627,331.30635724481124
August,1,16:30,227.13071945358408,1.8961730333768505,0.0083483777004649,326.98535141431665,459.0294929458043,7.9500580850492755,0.017319275138575695,341.1155858147411,977.6540633568546,5.95625797564298,0.006092398322563796,347.29927713212567,543.2890224929217,4.418941708332548,0.008133684881126271,326.19898941326363
August,1,17:00,199.2495436810982,1.663410447295087,0.008348377700464898,321.8237497310615,442.52386169596053,7.6641925160973585,0.017319275138575695,344.4150000808124,920.9934380257503,5.611058876920343,0.006092398322563795,343.73819937249857,503.21728342196866,4.093010810090701,0.008133684881126273,340.32636972886695
August,1,17:30,173.17401403583992,1.4457220770768016,0.0083483777004649,320.0318747561752,403.9212685201854,6.995623583823604,0.017319275138575695,347.9141187229342,842.7538813265886,5.134392332928237,0.006092398322563797,345.3901796064458,459.199094523775,3.7349807325549027,0.008133684881126273,328.6816533094946
August,1,18:00,153.86587069233357,1.2845304037504932,0.008348377700464898,312.9923195241455,382.51498318645616,6.624882238433891,0.017319275138575698,346.60925584671867,744.2796662778671,4.534448190349619,0.006092398322563795,348.3060900442849,412.4016481217542,3.354345050279469,0.008133684881126271,324.7825394084762
August,1,18:30,128.0011272280937,1.068601756185388,0.0083483777004649,341.9354378532827,331.1991204544531,5.736128692804947,0.017319275138575695,339.4433095545177,677.6572006675814,4.12855759262045,0.006092398322563796,346.9352026083865,361.7344759479145,2.9422342379996875,0.008133684881126273,320.5248989486436
August,1,19:00,85.92625841818442,0.7173448596627552,0.0083483777004649,347.87628099008236,310.63925180108095,5.380046670784217,0.017319275138575695,338.72845019855924,594.1639854049761,3.6198836680090962,0.006092398322563797,337.8381595566586,322.1846043939437,2.6205480456906685,0.008133684881126271,326.6946284271319
August,1,19:30,64.50013019312516,0.5384714485813689,0.0083483777004649,321.38500854781853,264.23217607396396,4.576309757889559,0.017319275138575695,321.6306523443568,520.3401187434912,3.170119266595492,0.006092398322563796,345.3317899481585,291.0495087548649,2.3673049890186735,0.008133684881126273,326.1395207183584
August,1,20:00,50.00122062671392,0.4174290752760841,0.0083483777004649,336.8153011137189,222.30496942895368,3.850160930212707,0.017319275138575695,332.0844929977687,442.88553165929346,2.698235070168854,0.006092398322563796,341.14029527051656,241.89474390569677,1.9674956213296773,0.008133684881126271,322.91355363727837
August,1,20:30,41.124135461612504,0.3433198154386236,0.008348377700464898,301.77650176384617,203.78280021390933,3.5293703854140976,0.017319275138575695,339.46047138967424,381.21787242189384,2.3225311264744852,0.006092398322563796,334.49108098281033,218.70503821124552,1.7788778627249513,0.008133684881126271,309.3906100887243
August,1,21:00,28.849479104830156,0.24084634802879212,0.008348377700464898,320.43604160480265,171.72007782566817,2.9740672746803782,0.017319275138575695,333.187408088922,315.3158526771739,1.921029771928187,0.006092398322563795,337.10972801999816,176.11398016387574,1.4324556178138883,0.008133684881126273,333.12835410233436
August,1,21:30,20.83861953377957,0.17396866662427765,0.0083483777004649,322.99693382626174,144.74197903745022,2.506826159051556,0.017319275138575695,315.2493899810234,256.898897564817,1.5651304125923795,0.006092398322563796,337.33459429076424,159.3222932266366,1.2958773276438607,0.008133684881126271,334.64083861162993
August,1,22:00,19.477266778987804,0.16260357964370756,0.008348377700464898,312.0723418825969,106.02096079389325,1.836206190445584,0.017319275138575695,330.0150075916123,210.8091136836584,1.284333090587481,0.006092398322563796,336.50355462937705,128.38446984148305,1.0442388213210825,0.008133684881126271,320.77385232996323
August,1,22:30,13.870839612109155,0.11579900810445726,0.008348377700464898,380.325711701113,89.12862516777408,1.5436431820036616,0.017319275138575695,300.345416318938,165.24788718321744,1.0067559506822452,0.006092398322563795,329.64258351104746,102.46098392187248,0.8333853558306562,0.008133684881126271,313.33636883424805
August,1,23:00,10.993248499664974,0.09177579063027227,0.008348377700464898,355.5255868140099,64.2246438582321,1.1123242776577573,0.017319275138575695,315.1764532704953,124.62399779536896,0.7592590351197,0.006092398322563796,318.8971486733776,79.737829877127,0.6485623813254067,0.008133684881126273,307.75691443038227
August,1,23:30,8.097291967490513,0.06759925169555135,0.0083483777004649,261.2322954544664,54.28055812001973,0.9400999207560707,0.017319275138575695,317.20846584382895,99.59125582715016,0.6067495999433515,0.006092398322563796,297.3575547107561,60.57944916040641,0.4927341497429552,0.008133684881126271,304.1841853944363
August,2,0:00,6.365519358253475,0.05736450282592996,0.009011755301875198,374.3988034209046,40.91411078287328,0.702725150806146,0.017175618322378596,299.8895434039388,71.93802827805678,0.3915716425075086,0.005443180079859785,323.07730793137995,45.91325754893774,0.3629433811768938,0.00790497996771503,319.44040982075614
August,2,0:30,5.017255877549388,0.04521428225537019,0.009011755301875196,401.81618877826804,25.095181297673328,0.4310252556997307,0.017175618322378596,327.2721920435769,55.00732818720201,0.29941479303488766,0.005443180079859785,320.2389972502663,29.90971081743867,0.2364356648520022,0.00790497996771503,329.2199001733513
August,2,1:00,3.7152469517041307,0.03348089641479537,0.009011755301875198,385.37921990756234,11.352981850941273,0.1949944830926586,0.017175618322378596,371.20431562094245,39.8799710654388,0.2170738640887811,0.005443180079859785,317.6397122003793,25.288031823311076,0.19990138498621426,0.00790497996771503,340.1167697158006
August,2,1:30,2.1769126763770537,0.01961780435306024,0.009011755301875198,318.22801973825415,6.075937891277511,0.10435799017106039,0.017175618322378596,302.81644333575986,34.23046002198581,0.1863225581161099,0.005443180079859784,333.4971055597226,17.641960807092104,0.13945934677127678,0.00790497996771503,331.43723344079956
August,2,2:00,1.8917534935503846,0.017048019575343607,0.009011755301875198,371.34219692195825,5.620086682319028,0.09652846379419464,0.017175618322378596,336.71916281606235,20.974030828817156,0.11416542680178256,0.005443180079859785,323.21405736098274,12.696737006327389,0.10036745169036412,0.00790497996771503,357.67807061052537
August,2,2:30,2.1245609561155967,0.019146023460431767,0.009011755301875198,319.17613421150094,3.263183934066885,0.05604720176725066,0.017175618322378596,323.27927859419685,15.056194826481136,0.08195357975799007,0.005443180079859785,337.91167320909017,6.942859322975261,0.05488316386678298,0.00790497996771503,342.31588548359053
August,2,3:00,1.8846106967039893,0.016983650437992888,0.009011755301875198,323.1696123552089,3.3323270646733567,0.05723477778816179,0.017175618322378596,330.01008203980695,12.109224419596204,0.06591268914329772,0.005443180079859784,337.0536726893675,2.7782336407116874,0.021961881275457885,0.007904979967715029,494.20461978240195
August,2,3:30,1.65185894144915,0.014886148573554329,0.009011755301875198,409.12390189871894,3.1106147826576116,0.05342673225487579,0.017175618322378596,134.8283504143804,13.427679960703193,0.07308928008083204,0.005443180079859785,272.9722547380361,0.35092485635232684,0.0027740539596384185,0.00790497996771503,243.98118822540732
August,2,4:00,1.4745055729500094,0.013287883414676772,0.009011755301875196,281.4206807689767,2.133592217272572,0.03664576557947117,0.0171756183223786,261.95684744716215,10.93108881871065,0.05949988490918384,0.005443180079859785,363.64106233280245,0.2725854404962556,0.0021547824466136784,0.007904979967715033,1845.740376732409
August,2,4:30,0.9849526239798935,0.008876152031246693,0.009011755301875198,218.3265217807618,1.908594329914224,0.032781287742862646,0.017175618322378596,307.2815487912528,11.676300565257408,0.06355620664326467,0.005443180079859784,295.78684499883866,0.450717019092758,0.003562909007036485,0.00790497996771503,675.8174200887463
August,2,5:00,0.9120937192590007,0.008219565410339368,0.009011755301875198,366.4212069293969,2.7596377532492786,0.047398484757836014,0.017175618322378596,258.2743882672878,11.889115644070282,0.06471459744095269,0.005443180079859784,412.4019905548292,0.47014741123372,0.0037165058676756372,0.00790497996771503,233.30046668077577
August,2,5:30,0.9511839346545347,0.008571836866181515,0.009011755301875198,189.60242259666467,2.5090878382342328,0.04309513504683319,0.017175618322378596,252.46767598384903,14.395063518697192,0.07835492299328886,0.005443180079859785,298.1339364217841,0.7988726667072259,0.006315072427075707,0.00790497996771503,460.73817128492857
August,2,6:00,1.7421345963982897,0.015699690685672493,0.009011755301875196,278.2240571096002,2.6990246373904982,0.04635741701451549,0.017175618322378596,385.50634489692385,19.53150357491132,0.10631349118866748,0.005443180079859785,272.84651483905384,8.857087597091585,0.07001510002730624,0.00790497996771503,264.4840919228025
August,2,6:30,2.894674018448967,0.02608609393295786,0.009011755301875198,318.90412035983377,6.983588540670895,0.11994745129510023,0.017175618322378596,404.21195269278707,36.22943850961333,0.19720335800003227,0.005443180079859785,273.1019732086557,15.34542012808743,0.12130523870870215,0.00790497996771503,294.55302302389697
August,2,7:00,6.286281419928229,0.05665042991511777,0.009011755301875198,253.35240635923148,10.101466573305746,0.17349893435936511,0.017175618322378596,294.9491430274931,64.01781789019255,0.3484605110959874,0.005443180079859784,273.98563093538695,28.903364189456898,0.22848051491722876,0.00790497996771503,267.4191546840921
August,2,7:30,11.139113662226798,0.1003829666037628,0.009011755301875198,317.3305539702733,17.612322641759587,0.30250253146544936,0.017175618322378596,319.1712248791051,103.62660463435307,0.5640582700892163,0.005443180079859784,263.6363192258135,47.05093289802283,0.3719366820211746,0.00790497996771503,298.59732402953153
August,2,8:00,32.51083912844398,0.29297972688416674,0.009011755301875198,254.1499138924028,32.1708227049249,0.5525537718967015,0.017175618322378596,288.8092623042736,182.9638100867212,0.9959049663992895,0.005443180079859784,272.767399384222,80.6013650225742,0.637152175873936,0.00790497996771503,291.5757408316913
August,2,8:30,53.37032020187238,0.4809602660420004,0.009011755301875196,282.5450257983895,43.150419209514666,0.7411351307932575,0.0171756183223786,311.68448203631186,263.19934838414804,1.4326414501566702,0.005443180079859784,295.2717503539634,118.0990423800714,0.9335705642207928,0.00790497996771503,285.33433839981984
August,2,9:00,74.23855186281729,0.6690196633532806,0.009011755301875198,283.6338468503065,112.90676962817815,1.939243581146316,0.017175618322378596,281.8226380615238,367.68233304451866,2.001361150944295,0.005443180079859784,293.6512183511105,177.6113687707867,1.4040143121715158,0.00790497996771503,294.4191508766581
August,2,9:30,88.06094150118973,0.7935836564614682,0.009011755301875198,277.1813943980841,150.63114604127813,2.5871830718674627,0.017175618322378596,305.75946017897724,441.0473767954196,2.4007002956472405,0.005443180079859784,312.1724612655261,219.89416324391976,1.7382589554606447,0.00790497996771503,287.4264673681424
August,2,10:00,110.15127890403414,0.9926563716717632,0.009011755301875196,300.88837552771923,189.40115198046584,3.2530818962353023,0.017175618322378596,307.77644593321156,553.1750245521175,3.011031274318033,0.005443180079859784,311.3202310026922,260.0684009692256,2.0558354998974084,0.00790497996771503,302.7994302587343
August,2,10:30,136.46374081183689,1.229777839774794,0.0090117553018752,298.1205677632228,216.2471539898842,3.7141785802308807,0.017175618322378596,316.38939672896635,621.5963034776006,3.3834606168037533,0.005443180079859785,323.7079300329833,302.13698509548107,2.3883868146855924,0.00790497996771503,305.94919444228015
August,2,11:00,155.74633333401601,1.4035478451704408,0.009011755301875198,307.134033400979,250.27170644305778,4.29857130675634,0.017175618322378596,320.7014004677588,673.5382073353084,3.66618975319202,0.005443180079859785,326.78630373832874,341.9696142992419,2.703262950602743,0.00790497996771503,313.768211366269
August,2,11:30,156.9011533873991,1.4139548009092273,0.009011755301875196,298.73983567842754,284.93950059835686,4.894012107246545,0.017175618322378596,327.2219144577694,684.3057468076704,3.724799409557085,0.005443180079859785,333.04651011125446,355.89204322043753,2.8133194723267305,0.00790497996771503,316.77049027511595
August,2,12:00,170.34860078477593,1.535139906289226,0.009011755301875198,305.31383029022913,291.4236154882264,5.005380789753397,0.017175618322378596,322.6627898129975,697.3474487723772,3.7957877418988453,0.005443180079859784,332.94544016388005,374.4541359411446,2.960052443442789,0.00790497996771503,321.81288390664207
August,2,12:30,183.3584269915804,1.6523812765848709,0.009011755301875198,309.39487301565697,305.4461173671733,5.246225929951025,0.017175618322378596,320.57982738856066,708.1769934027018,3.85473490350458,0.005443180079859784,332.253810005638,386.84327639061803,3.0579883505130843,0.00790497996771503,314.8093271556064
August,2,13:00,178.83313531950273,1.6116004553664935,0.009011755301875198,312.7135408216594,323.5097670136986,5.556480281788913,0.017175618322378596,325.7225617174615,693.519101469006,3.7749493581183504,0.005443180079859784,336.62706866490544,382.0240722574425,3.019892638380002,0.007904979967715029,324.3982121459447
August,2,13:30,178.5274763678495,1.6088459316883668,0.009011755301875198,316.2278302061473,341.3901387521684,5.863586722231115,0.017175618322378596,320.30507160230474,696.2451481680499,3.789787721207354,0.005443180079859785,334.60264717008357,386.701149240279,3.056864838236786,0.00790497996771503,318.91944400832153
August,2,14:00,170.82515751297714,1.5394345189112377,0.009011755301875198,315.99127988173154,346.14923585740337,5.945327157669768,0.017175618322378596,328.5407141490882,692.7486032084087,3.7707553973347006,0.005443180079859785,338.2885578596717,379.1448505919359,2.997132448791562,0.00790497996771503,318.42779768071557
August,2,14:30,173.2494267798389,1.561281440330052,0.009011755301875196,313.49105335193155,341.75698583258287,5.869887547666993,0.017175618322378596,333.92142698811534,686.2703615883146,3.7354931615956852,0.005443180079859784,332.4725172301637,393.9483448477884,3.11415377433626,0.00790497996771503,327.04692544187606
August,2,15:00,169.17566478465275,1.5245696940713558,0.009011755301875198,311.2271453921456,335.2793355703166,5.758629899136452,0.017175618322378596,322.96708284055995,651.1359231063883,3.5442500859338053,0.005443180079859784,341.38235286558864,377.37326108130003,2.9831280691989708,0.00790497996771503,311.60815343899185
August,2,15:30,170.22520645238342,1.5340279067600664,0.009011755301875198,317.2102267138906,329.6878273485577,5.662592288073078,0.017175618322378596,318.7716635031747,631.6589425490099,3.438233373348067,0.005443180079859785,338.7121451023718,358.72054192915715,2.8356786979578668,0.00790497996771503,310.57958301049865
August,2,16:00,162.8526003767078,1.4675877848689596,0.009011755301875198,328.5307561053271,329.0678288393378,5.651943430318274,0.017175618322378596,329.32734189317813,609.8746698583196,3.3196576541838683,0.005443180079859785,338.4344118884691,346.97227140005515,2.7428088547700185,0.007904979967715029,324.326639983468
August,2,16:30,147.8990552338168,1.332830095145681,0.009011755301875196,301.5370654171976,308.0435951115093,5.290839216288614,0.0171756183223786,337.0305130080461,563.7489397314126,3.0685869987880996,0.005443180079859785,335.9496070943424,319.0235943353681,2.521875122449531,0.00790497996771503,318.9126655487888
August,2,17:00,136.90505295712381,1.2337548368398654,0.009011755301875198,314.72252210278356,297.6791804384074,5.1128239857285545,0.017175618322378596,330.7814790053211,527.2870165675399,2.87011818494913,0.005443180079859785,338.87694324528485,297.68006849355305,2.353154978229575,0.00790497996771503,320.018910294021
August,2,17:30,116.06775538315378,1.0459742099508895,0.009011755301875196,326.4190181433684,278.79576678734736,4.7884896802343535,0.017175618322378596,334.10098606827523,510.05323787641584,2.776311624076891,0.005443180079859784,335.3964806084999,285.706514738732,2.2585042756553557,0.00790497996771503,321.05017449174
August,2,18:00,110.6756596102425,0.9973819622811376,0.009011755301875198,325.0918891287217,252.936993987136,4.3443492683328175,0.017175618322378596,342.6631455585952,483.04451628442393,2.6292982887248817,0.005443180079859784,331.7899412331204,267.17843428223944,2.1120401708065697,0.00790497996771503,319.2780153521727
August,2,18:30,93.83462724801174,0.8456146996017527,0.009011755301875198,341.48151657811746,234.60059865979923,4.029410340782236,0.0171756183223786,330.03842369137436,439.4484834248454,2.3919972311027116,0.005443180079859785,342.54510129304924,232.54229863135055,1.8382422123272326,0.00790497996771503,339.37875032578165
August,2,19:00,71.40940895255142,0.6435241197319295,0.009011755301875198,327.1113551183088,206.22985107911046,3.5421252088157793,0.0171756183223786,330.6897162837269,396.09173657322253,2.1559986503124344,0.005443180079859785,332.2851207718886,221.9441308640414,1.7544639084321707,0.00790497996771503,330.3289108355093
August,2,19:30,55.664048646076196,0.5016307855101161,0.009011755301875198,341.9158420232586,186.2881146520117,3.199613555258457,0.017175618322378596,315.15534579494425,352.96347216621524,1.9212437406132865,0.005443180079859785,329.41178158367103,198.77837927537104,1.5713391061866686,0.00790497996771503,336.52310510600154
August,2,20:00,43.798908677353445,0.39470504748948754,0.009011755301875198,309.21255015343485,166.32947270214288,2.8568115388944957,0.017175618322378596,319.02919456203483,317.83841486271535,1.7300517283949424,0.005443180079859785,337.24645834816,170.80750575004998,1.350229911289515,0.00790497996771503,320.22184583586113
August,2,20:30,35.432875401870156,0.3193124027634867,0.0090117553018752,280.3319422149124,143.08087694269506,2.4575025315989505,0.017175618322378596,306.385938334762,269.3136334578861,1.4659226048726255,0.005443180079859785,332.96865073586616,155.25217352342824,1.227265321646918,0.00790497996771503,310.7504680450521
August,2,21:00,25.41110396916559,0.2289986509206299,0.009011755301875198,303.2453459065277,112.79051553895499,1.9372468452814031,0.017175618322378596,308.3333180925972,225.50712650819855,1.2274758988758467,0.005443180079859784,331.46780831239636,132.62017590609247,1.0483598338525044,0.007904979967715029,315.28439308523997
August,2,21:30,19.41786235104155,0.17498902399308147,0.009011755301875198,311.04999425322177,100.39704075565975,1.7243812527155002,0.017175618322378596,309.61274190109475,182.16529600942297,0.9915585104802522,0.005443180079859784,333.29404609233785,110.27676358653974,0.8717356070560429,0.007904979967715029,324.52896927569526
August,2,22:00,13.530758161907432,0.1219358816039604,0.009011755301875198,393.3178873616878,77.97560583921722,1.339279244350631,0.0171756183223786,299.54096410814213,152.62230607899681,0.8307506961914585,0.005443180079859785,326.4530434776685,93.29301017496235,0.7374793765609119,0.00790497996771503,309.20415178598927
August,2,22:30,9.579282737740405,0.08632615199999366,0.009011755301875198,318.8308827497554,64.26612790787742,1.103810484002866,0.0171756183223786,318.23019316431555,129.30442261032127,0.703827257390272,0.005443180079859785,322.6777893669838,76.85305482979743,0.6075218588872536,0.00790497996771503,316.1682232595862
August,2,23:00,8.880256230174469,0.08002669616428502,0.009011755301875198,325.5297053900463,48.078862380880096,0.8257841896281632,0.017175618322378596,289.40778037253136,95.78522014172731,0.5213762022204343,0.005443180079859785,311.7967613459912,65.90652118852019,0.5209897297370383,0.00790497996771503,312.80004514896814
